"word","freq"
"kuwaits",6
"laid",6
"large",6
"leaked",6
"lets",6
"lighthizer",6
"lights",6
"linger",6
"losses",6
"loyalty",6
"luther",6
"luxury",6
"lying",6
"lynch",6
"maker",6
"manage",6
"manila",6
"map",6
"martial",6
"match",6
"menendez",6
"mention",6
"miami",6
"mistura",6
"monitors",6
"morales",6
"mother",6
"munich",6
"murders",6
"mysterious",6
"naming",6
"nation",6
"nationwide",6
"ngo",6
"nominated",6
"nominating",6
"norwegian",6
"note",6
"nra",6
"ntv",6
"numbers",6
"oped",6
"operating",6
"ouster",6
"outcry",6
"oversee",6
"pace",6
"palin",6
"paramilitary",6
"passed",6
"passenger",6
"patrol",6
"pause",6
"pentagons",6
"petraeus",6
"philadelphia",6
"pitches",6
"populism",6
"poroshenko",6
"pose",6
"powersharing",6
"practice",6
"preparations",6
"present",6
"princes",6
"priorities",6
"probably",6
"probed",6
"produce",6
"productive",6
"profits",6
"prosecute",6
"protecting",6
"prove",6
"purchase",6
"pursuing",6
"pushed",6
"quiet",6
"quitting",6
"racism",6
"ranks",6
"reached",6
"reaffirms",6
"reagan",6
"real",6
"really",6
"reassure",6
"rebuffs",6
"recent",6
"recess",6
"recommends",6
"reconsider",6
"recruits",6
"renegotiation",6
"reprieve",6
"residence",6
"restoring",6
"returned",6
"revival",6
"revokes",6
"reward",6
"riots",6
"river",6
"rock",6
"roll",6
"rough",6
"rulings",6
"rumors",6
"russiabacked",6
"russiau",6
"santorum",6
"sarin",6
"savings",6
"scalise",6
"scam",6
"scheduled",6
"scramble",6
"secession",6
"secessionists",6
"selling",6
"serb",6
"shake",6
"shakes",6
"shape",6
"sharp",6
"shelter",6
"shortages",6
"showed",6
"shrugs",6
"side",6
"silicon",6
"size",6
"skinny",6
"slap",6
"slaps",6
"slightly",6
"slovenia",6
"smooth",6
"socialist",6
"socialists",6
"society",6
"sold",6
"sours",6
"southwest",6
"spirit",6
"spreading",6
"spreads",6
"spring",6
"spurns",6
"stadium",6
"stalls",6
"statements",6
"statue",6
"sticks",6
"stopgap",6
"strange",6
"strengthens",6
"stress",6
"strip",6
"studying",6
"sub",6
"subject",6
"submit",6
"substance",6
"suggest",6
"summer",6
"sure",6
"swift",6
"switch",6
"tackling",6
"tally",6
"tariffs",6
"tears",6
"teenager",6
"telegraph",6
"tested",6
"thing",6
"threatening",6
"tradition",6
"trafficking",6
"transfers",6
"transparency",6
"trapped",6
"travelers",6
"treason",6
"tune",6
"turnbull",6
"turned",6
"twothirds",6
"unanimously",6
"undisclosed",6
"unesco",6
"unusual",6
"uranium",6
"usgs",6
"ustr",6
"utah",6
"utility",6
"vaccine",6
"verge",6
"version",6
"via",6
"vital",6
"waiver",6
"weah",6
"weaken",6
"weiner",6
"window",6
"withdrawn",6
"worsens",6
"writer",6
"wto",6
"xis",6
"yorks",6
"zarif",6
"zarrab",6
"zero",6
"zimbabweans",6
"abandoned",5
"abrupt",5
"absolute",5
"academics",5
"accepting",5
"actress",5
"addressing",5
"adopts",5
"advised",5
"advisor",5
"ago",5
"aiming",5
"alive",5
"alliances",5
"angolas",5
"antiabortion",5
"antiimmigrant",5
"antinuclear",5
"anyone",5
"apartment",5
"arbitration",5
"arpaio",5
"arrive",5
"arson",5
"articles",5
"assurances",5
"atttime",5
"audit",5
"avoidance",5
"bailout",5
"baltimore",5
"bankers",5
"bankruptcy",5
"banning",5
"bare",5
"bases",5
"battery",5
"bavaria",5
"beer",5
"ben",5
"besieged",5
"bhumibol",5
"blacklists",5
"blasphemy",5
"bloc",5
"bloody",5
"blueprint",5
"bob",5
"bonds",5
"boom",5
"borders",5
"bosnia",5
"boston",5
"brawl",5
"brics",5
"briefed",5
"broadband",5
"brotherhood",5
"brought",5
"brutal",5
"bubble",5
"buffett",5
"built",5
"bureau",5
"buried",5
"capability",5
"captured",5
"carries",5
"carrying",5
"catholic",5
"cautions",5
"celebrates",5
"centerright",5
"chad",5
"chain",5
"chaotic",5
"charts",5
"checkpoint",5
"chelsea",5
"christian",5
"clouds",5
"club",5
"cohen",5
"coleader",5
"colleagues",5
"collides",5
"columbia",5
"comfort",5
"commanders",5
"commercial",5
"commitments",5
"completed",5
"completion",5
"compliance",5
"complicates",5
"computer",5
"concert",5
"condemnation",5
"condition",5
"construction",5
"contentious",5
"contest",5
"continued",5
"conversations",5
"conway",5
"coordinate",5
"coordination",5
"copper",5
"corbyn",5
"countering",5
"countrys",5
"couples",5
"cracks",5
"crazy",5
"creation",5
"credibility",5
"crimea",5
"criticizing",5
"cry",5
"culture",5
"cuomo",5
"czar",5
"damaging",5
"darfur",5
"david",5
"declared",5
"deductions",5
"deescalation",5
"default",5
"defence",5
"delivering",5
"delta",5
"depends",5
"deploys",5
"deportations",5
"deported",5
"depot",5
"derivatives",5
"destabilizing",5
"destructive",5
"devastation",5
"developing",5
"devos",5
"differ",5
"dig",5
"digital",5
"directly",5
"dirty",5
"disagrees",5
"discussions",5
"divest",5
"division",5
"divisive",5
"dlaminizuma",5
"dog",5
"donation",5
"doomed",5
"doors",5
"doubles",5
"drags",5
"dramatic",5
"duties",5
"dying",5
"ears",5
"easy",5
"echoes",5
"efficiency",5
"either",5
"elect",5
"eligibility",5
"elysee",5
"enact",5
"ended",5
"enforce",5
"entering",5
"equity",5
"eric",5
"etihad",5
"exhouse",5
"exim",5
"expectations",5
"expecting",5
"expelled",5
"explosives",5
"exposed",5
"extending",5
"famine",5
"faulty",5
"fema",5
"filibuster",5
"findings",5
"fines",5
"finmin",5
"firebrand",5
"fireworks",5
"fishing",5
"foe",5
"foils",5
"foreigners",5
"fray",5
"freedoms",5
"friendship",5
"frustrated",5
"frustration",5
"fury",5
"gaps",5
"gear",5
"ghana",5
"ghouta",5
"girds",5
"girls",5
"goldmans",5
"gottlieb",5
"granted",5
"grow",5
"guide",5
"harare",5
"harm",5
"harms",5
"hawija",5
"heading",5
"heights",5
"helpful",5
"heritage",5
"highly",5
"hodeidah",5
"hospitalized",5
"hostility",5
"hosts",5
"humanity",5
"hungarian",5
"huntsman",5
"hurriyet",5
"hydrogen",5
"icrc",5
"identifies",5
"import",5
"imposed",5
"imposing",5
"improved",5
"increased",5
"infighting",5
"influx",5
"info",5
"initiatives",5
"injuries",5
"instead",5
"intact",5
"integration",5
"integrity",5
"intercepts",5
"interpol",5
"intimidation",5
"invited",5
"iranians",5
"iraqikurdish",5
"irelands",5
"irmas",5
"isolate",5
"issued",5
"jared",5
"junckers",5
"kcna",5
"kept",5
"kick",5
"kingdom",5
"knew",5
"kongs",5
"kyodo",5
"label",5
"landing",5
"leakers",5
"leaning",5
"legalize",5
"leverage",5
"liberian",5
"libyas",5
"license",5
"licenses",5
"lieutenant",5
"lifted",5
"lineup",5
"living",5
"looting",5
"lots",5
"macau",5
"macedonias",5
"madrids",5
"mafia",5
"mail",5
"malawi",5
"management",5
"maritime",5
"meghan",5
"memos",5
"mend",5
"menendezs",5
"microsoft",5
"midterm",5
"minerals",5
"modest",5
"moldova",5
"mourn",5
"narrow",5
"natural",5
"neither",5
"neonazi",5
"netherlands",5
"nice",5
"notes",5
"oas",5
"objections",5
"obligations",5
"obsolete",5
"occupy",5
"ocean",5
"oks",5
"opinion",5
"opposing",5
"opts",5
"organization",5
"outgoing",5
"overcome",5
"overwhelmingly",5
"ownership",5
"pages",5
"pain",5
"painful",5
"palestine",5
"patent",5
"penalties",5
"peshmerga",5
"planes",5
"plead",5
"plotters",5
"poles",5
"pompeo",5
"pop",5
"popes",5
"positions",5
"pour",5
"prayer",5
"precedent",5
"prefer",5
"presents",5
"preserved",5
"preserves",5
"pressed",5
"prevail",5
"pro",5
"procurement",5
"proof",5
"properties",5
"provocation",5
"publisher",5
"pulling",5
"puntland",5
"pursues",5
"puzder",5
"quebec",5
"quo",5
"racial",5
"rage",5
"rapid",5
"readiness",5
"reasons",5
"reassures",5
"rebuilding",5
"recognizes",5
"reconstruction",5
"recruit",5
"recuse",5
"reflects",5
"refusal",5
"refusing",5
"reinstate",5
"relieved",5
"renewable",5
"repair",5
"reputation",5
"require",5
"requirements",5
"reshuffles",5
"resist",5
"resources",5
"responding",5
"retake",5
"retaliate",5
"retire",5
"retreat",5
"retweet",5
"retweets",5
"revise",5
"revoke",5
"revolutionary",5
"rice",5
"rio",5
"roads",5
"roadside",5
"rohingyas",5
"romanias",5
"romes",5
"rubber",5
"rwandan",5
"salary",5
"salvador",5
"satellite",5
"saying",5
"scalias",5
"scenario",5
"scope",5
"scott",5
"seeker",5
"sending",5
"serbias",5
"servants",5
"settles",5
"shield",5
"shifting",5
"shipments",5
"shrinking",5
"sidelines",5
"sight",5
"similar",5
"singer",5
"sinn",5
"skips",5
"skirts",5
"slavery",5
"slide",5
"slovakia",5
"slovenian",5
"smear",5
"soda",5
"softens",5
"sounds",5
"spiegel",5
"splits",5
"sponsor",5
"stages",5
"started",5
"sticking",5
"stone",5
"stopped",5
"straight",5
"strength",5
"struck",5
"subpoenaed",5
"sudanese",5
"sugar",5
"suggestion",5
"supporting",5
"surges",5
"swiftly",5
"swing",5
"taiwans",5
"tanks",5
"tap",5
"tapes",5
"taylor",5
"teen",5
"tens",5
"terminal",5
"theft",5
"theres",5
"threatened",5
"tim",5
"tom",5
"towns",5
"tracking",5
"traction",5
"transcanada",5
"tribute",5
"trumpclinton",5
"trumpputin",5
"trumpxi",5
"tumble",5
"tunisians",5
"turks",5
"twoday",5
"undermines",5
"uninsured",5
"unknown",5
"unpaid",5
"uphold",5
"usual",5
"valeant",5
"vegas",5
"venezuelans",5
"vets",5
"vietnams",5
"villages",5
"violating",5
"visitors",5
"waiting",5
"walk",5
"walls",5
"waning",5
"warrants",5
"waste",5
"weakens",5
"weaponry",5
"whip",5
"widening",5
"widow",5
"wing",5
"winners",5
"worsen",5
"wyoming",5
"yearold",5
"youths",5
"zikas",5
"abduction",4
"accords",4
"accusers",4
"acid",4
"acquisition",4
"acquits",4
"activities",4
"addresses",4
"admin",4
"administrations",4
"admit",4
"advocate",4
"afar",4
"aflcio",4
"afrin",4
"agrokor",4
"airspace",4
"airways",4
"alarming",4
"albania",4
"algerias",4
"alleges",4
"alleging",4
"allergan",4
"analysts",4
"ancient",4
"antirussian",4
"antisemitic",4
"anxiety",4
"apart",4
"app",4
"appalled",4
"appointee",4
"apprentice",4
"arabiya",4
"arm",4
"armored",4
"armys",4
"arrival",4
"arrivals",4
"ash",4
"aso",4
"assaults",4
"assessment",4
"astana",4
"attention",4
"auction",4
"audio",4
"australianrun",4
"authorizes",4
"automakers",4
"available",4
"averting",4
"award",4
"backer",4
"background",4
"bags",4
"bahraini",4
"balanced",4
"balkans",4
"ball",4
"barbuda",4
"bargaining",4
"bashir",4
"bastion",4
"bathrooms",4
"beach",4
"biafra",4
"bids",4
"bishops",4
"bittersweet",4
"blacks",4
"bloodshed",4
"blunt",4
"bombings",4
"boon",4
"bought",4
"bounce",4
"bound",4
"boundaries",4
"bow",4
"boxes",4
"bridges",4
"britishiranian",4
"broadcasters",4
"bromance",4
"brothers",4
"brutality",4
"buckingham",4
"buildup",4
"bulgarian",4
"bullets",4
"bumps",4
"buoyed",4
"buyers",4
"callista",4
"cameroonian",4
"campaigner",4
"capabilities",4
"carried",4
"causes",4
"celebration",4
"centerleft",4
"centers",4
"centrist",4
"certifies",4
"challengers",4
"chancellor",4
"chao",4
"charlotte",4
"chechen",4
"chombo",4
"christies",4
"cited",4
"civility",4
"clearing",4
"clerics",4
"cloud",4
"coastal",4
"coats",4
"collide",4
"comedian",4
"commentary",4
"commerces",4
"competitor",4
"complain",4
"concealed",4
"concede",4
"concedes",4
"concerning",4
"conciliatory",4
"conclusion",4
"conducted",4
"conducts",4
"confined",4
"confrontation",4
"confused",4
"contender",4
"contests",4
"continuing",4
"contraception",4
"contractor",4
"contradicts",4
"contrast",4
"controversies",4
"conundrum",4
"cop",4
"copenhagen",4
"cordray",4
"corrupt",4
"cos",4
"covering",4
"covert",4
"crack",4
"creating",4
"crimean",4
"croatian",4
"cultural",4
"curfew",4
"davos",4
"dawns",4
"dealing",4
"dealt",4
"decade",4
"decisive",4
"deepening",4
"defectors",4
"defects",4
"defer",4
"defers",4
"delegate",4
"deliveries",4
"delivery",4
"demanding",4
"demonstrations",4
"denounced",4
"depart",4
"deports",4
"derail",4
"derails",4
"destabilize",4
"destroys",4
"detail",4
"detainees",4
"dhs",4
"dictator",4
"died",4
"dip",4
"dips",4
"directive",4
"disabled",4
"disagreement",4
"discipline",4
"disclosures",4
"discord",4
"disgraced",4
"dismissal",4
"display",4
"displays",4
"distances",4
"distract",4
"divides",4
"dock",4
"doj",4
"dollars",4
"donate",4
"donated",4
"downfall",4
"downgrade",4
"drafted",4
"drivers",4
"dropping",4
"duck",4
"dutertes",4
"eating",4
"ecuador",4
"edges",4
"electronic",4
"elements",4
"elsewhere",4
"embraces",4
"emerged",4
"encouraged",4
"endorsed",4
"endorsing",4
"enrollment",4
"entered",4
"entities",4
"equipment",4
"eruption",4
"erupts",4
"escapes",4
"ethiopia",4
"eurogroup",4
"evacuates",4
"evangelical",4
"evasive",4
"exarmy",4
"exceptional",4
"excessive",4
"exec",4
"exillinois",4
"exoil",4
"experience",4
"explainer",4
"explosive",4
"expulsion",4
"extended",4
"extortion",4
"extremists",4
"fabricated",4
"facebooks",4
"faced",4
"farenthold",4
"fascist",4
"fashion",4
"faster",4
"fein",4
"felons",4
"ferc",4
"fetes",4
"fierce",4
"film",4
"finish",4
"firearms",4
"firmly",4
"flake",4
"flash",4
"flawed",4
"floats",4
"flock",4
"flooding",4
"follows",4
"fracking",4
"francis",4
"francogerman",4
"frank",4
"frets",4
"frontier",4
"gao",4
"gasoline",4
"gcc",4
"gentiloni",4
"georgian",4
"gesture",4
"gillibrand",4
"ginsburg",4
"gird",4
"graphic",4
"greenblatt",4
"griffin",4
"grill",4
"groping",4
"guatemalan",4
"guerrilla",4
"guidance",4
"guillier",4
"guncontrol",4
"guterres",4
"hacker",4
"hama",4
"happens",4
"hardliners",4
"harmful",4
"hasnt",4
"hats",4
"hbomb",4
"headway",4
"heaps",4
"hearts",4
"helm",4
"herald",4
"hernandez",4
"highlight",4
"hindu",4
"hiroshima",4
"holiday",4
"hollywood",4
"holy",4
"hometown",4
"homs",4
"hunting",4
"hurricanes",4
"hurts",4
"icc",4
"icelands",4
"idaho",4
"ill",4
"illegally",4
"illness",4
"implementation",4
"improvement",4
"improving",4
"incentives",4
"indicates",4
"indication",4
"indonesians",4
"indonesias",4
"industrial",4
"industries",4
"inequality",4
"inevitable",4
"influential",4
"inmates",4
"input",4
"insists",4
"inspired",4
"insult",4
"intellectual",4
"intends",4
"intensify",4
"intensive",4
"interfere",4
"interviewed",4
"introduces",4
"inversions",4
"investigations",4
"irresponsible",4
"isolation",4
"israelipalestinian",4
"jabs",4
"jews",4
"jihadist",4
"jihadists",4
"joke",4
"journal",4
"joy",4
"jumblatt",4
"kashmir",4
"kate",4
"kerimov",4
"kids",4
"killers",4
"knocks",4
"known",4
"krg",4
"kurd",4
"lab",4
"labels",4
"landfall",4
"lasting",4
"laureate",4
"lean",4
"legalization",4
"legalizing",4
"legally",4
"legitimate",4
"lethal",4
"letters",4
"lgbt",4
"libel",4
"liberated",4
"liberty",4
"lifeline",4
"lira",4
"lists",4
"loans",4
"lobbies",4
"logs",4
"longtime",4
"loose",4
"loosen",4
"loyalists",4
"macedonian",4
"magazine",4
"magistrates",4
"magnitsky",4
"maintaining",4
"makers",4
"maoist",4
"maralago",4
"mcmaster",4
"mdb",4
"mediator",4
"medics",4
"meirelles",4
"memoir",4
"menu",4
"mess",4
"milestones",4
"militantlinked",4
"minimize",4
"minor",4
"miracle",4
"mistake",4
"mitch",4
"mitt",4
"mnuchins",4
"mob",4
"mock",4
"modis",4
"monetary",4
"moores",4
"mortgage",4
"mothers",4
"muellers",4
"mum",4
"muscle",4
"muscles",4
"nairobi",4
"naked",4
"nancy",4
"narrowly",4
"nasralla",4
"native",4
"naval",4
"nazis",4
"necessary",4
"negotiable",4
"negotiating",4
"negotiation",4
"nervous",4
"networks",4
"neutral",4
"nightclub",4
"noise",4
"nonsense",4
"nurses",4
"nursing",4
"obscene",4
"obstacle",4
"obstruction",4
"occupation",4
"odd",4
"offering",4
"ohios",4
"olympic",4
"oman",4
"operator",4
"opioids",4
"oregon",4
"organizations",4
"organizers",4
"orthodox",4
"ottoman",4
"oval",4
"overture",4
"overwhelming",4
"packs",4
"pais",4
"parade",4
"pardons",4
"park",4
"partially",4
"passing",4
"patriarch",4
"paves",4
"peacefully",4
"pences",4
"pensioners",4
"perjury",4
"phoenix",4
"photographer",4
"photos",4
"picked",4
"pin",4
"pistorius",4
"pivotal",4
"pkk",4
"playbook",4
"plug",4
"poison",4
"pollution",4
"possibly",4
"postelection",4
"postmugabe",4
"postpone",4
"pounds",4
"poverty",4
"powder",4
"prays",4
"predictit",4
"prepa",4
"pressing",4
"preview",4
"pri",4
"prior",4
"prisons",4
"probable",4
"probusiness",4
"procedural",4
"proceedings",4
"producing",4
"professor",4
"programme",4
"progressive",4
"projected",4
"promotes",4
"prompt",4
"prosecutions",4
"protester",4
"protesting",4
"providers",4
"providing",4
"punished",4
"punishing",4
"purchases",4
"qatari",4
"quality",4
"query",4
"questioning",4
"quota",4
"quotas",4
"racist",4
"radioactive",4
"rail",4
"rallying",4
"ramp",4
"ramps",4
"raped",4
"rather",4
"raytheon",4
"reactor",4
"rebellion",4
"rebuts",4
"recall",4
"recognizing",4
"recommend",4
"recounts",4
"recover",4
"recovers",4
"recusal",4
"reduced",4
"reducing",4
"reduction",4
"regain",4
"registers",4
"rehab",4
"reinstating",4
"rejecting",4
"rejoice",4
"related",4
"remanded",4
"remembrance",4
"reparations",4
"repels",4
"repression",4
"requires",4
"requiring",4
"researchers",4
"resolving",4
"respected",4
"responses",4
"restive",4
"retain",4
"retains",4
"rethink",4
"reveal",4
"reveals",4
"revenge",4
"reversal",4
"revision",4
"revived",4
"revolt",4
"rex",4
"ricans",4
"rifle",4
"rightwing",4
"riot",4
"risky",4
"romanians",4
"rome",4
"ruined",4
"ruler",4
"russianlinked",4
"russiatrump",4
"rwanda",4
"sack",4
"safeguards",4
"sailors",4
"sana",4
"sanction",4
"sandberg",4
"saudibacked",4
"scandals",4
"scolds",4
"score",4
"scrambles",4
"screening",4
"searching",4
"secessionist",4
"sechin",4
"secrecy",4
"securities",4
"seizure",4
"selected",4
"serves",4
"settled",4
"sexting",4
"sharply",4
"shiites",4
"shkreli",4
"shooter",4
"shortfall",4
"shown",4
"shrine",4
"shrug",4
"shun",4
"signaling",4
"singapores",4
"sink",4
"skepticism",4
"skeptics",4
"slashes",4
"slave",4
"slips",4
"smog",4
"smoke",4
"snubs",4
"software",4
"solberg",4
"solid",4
"solutions",4
"soothe",4
"southwestern",4
"sows",4
"spare",4
"spars",4
"speakers",4
"speeches",4
"spoken",4
"spot",4
"squeeze",4
"stakes",4
"stamp",4
"standing",4
"stateheld",4
"statehouse",4
"staying",4
"stealth",4
"steer",4
"stem",4
"steve",4
"steyer",4
"stokes",4
"stoltenberg",4
"strained",4
"stricter",4
"striking",4
"strongest",4
"subs",4
"subsidy",4
"succeed",4
"suffers",4
"suggested",4
"summoned",4
"sunni",4
"supported",4
"surgeon",4
"surprised",4
"surprises",4
"survivor",4
"sweep",4
"switzerland",4
"symbol",4
"symbolic",4
"tag",4
"taipei",4
"tal",4
"tanker",4
"tariff",4
"tasnim",4
"technical",4
"temers",4
"tempers",4
"ten",4
"tenure",4
"terminals",4
"terrible",4
"terrifying",4
"testifies",4
"thanksgiving",4
"thinking",4
"threeyear",4
"thrilled",4
"ticking",4
"tiger",4
"timetable",4
"tips",4
"toast",4
"tokyos",4
"tool",4
"toss",4
"toughest",4
"tours",4
"transit",4
"treated",4
"triggered",4
"triggers",4
"tripoli",4
"trips",4
"triumph",4
"tropical",4
"trumpbacked",4
"tsai",4
"tshirts",4
"tsvangirai",4
"turbulent",4
"tweaks",4
"unaffected",4
"undersecretary",4
"understanding",4
"unify",4
"universities",4
"unprecedented",4
"upon",4
"uprising",4
"urgently",4
"urging",4
"usda",4
"uses",4
"villagers",4
"violate",4
"violation",4
"virgin",4
"visitor",4
"waivers",4
"warming",4
"warship",4
"washingtons",4
"weakened",4
"weakening",4
"weapon",4
"weather",4
"websites",4
"whole",4
"whose",4
"widen",4
"wildfires",4
"windows",4
"wiretapped",4
"wise",4
"wish",4
"witch",4
"woes",4
"wolf",4
"woo",4
"wouldbe",4
"wound",4
"wreck",4
"writing",4
"wwii",4
"wyden",4
"yrc",4
"zanupf",4
"zimbabwean",4
"zinke",4
"abandoning",3
"abdicate",3
"abes",3
"abide",3
"ability",3
"aboutface",3
"absentia",3
"absurd",3
"abused",3
"accelerate",3
"accidents",3
"accounting",3
"accuser",3
"acknowledge",3
"adams",3
"addiction",3
"adjustment",3
"admissions",3
"adulyadej",3
"advanced",3
"advising",3
"advocacy",3
"affair",3
"affecting",3
"affirms",3
"agencys",3
"agreeing",3
"akihito",3
"alabamas",3
"alias",3
"allied",3
"almayadin",3
"alwaleed",3
"ambulance",3
"amending",3
"amendments",3
"amigos",3
"amt",3
"analyst",3
"angering",3
"angola",3
"angst",3
"ano",3
"anthony",3
"antideath",3
"antidote",3
"antieu",3
"antimugabe",3
"antimuslim",3
"antiterrorism",3
"apologize",3
"appellate",3
"applauds",3
"applications",3
"appropriately",3
"apps",3
"arbitrary",3
"ardern",3
"argue",3
"asias",3
"assess",3
"assistant",3
"assisted",3
"assisting",3
"attempts",3
"attending",3
"auditor",3
"aung",3
"auschwitz",3
"austerity",3
"authoritarian",3
"autos",3
"averts",3
"aviv",3
"avoided",3
"awkward",3
"axis",3
"azar",3
"baby",3
"backyard",3
"bahrains",3
"balancing",3
"balis",3
"balkan",3
"bannons",3
"bargain",3
"bashes",3
"batista",3
"batteries",3
"batters",3
"battisti",3
"battleground",3
"beachfront",3
"bear",3
"became",3
"beef",3
"begun",3
"berates",3
"bigotry",3
"billionaires",3
"birthplace",3
"bitcoin",3
"bites",3
"bizarre",3
"blackmail",3
"blagojevich",3
"blamed",3
"blankfein",3
"blind",3
"bloggers",3
"bluecollar",3
"blumenthal",3
"bogus",3
"bold",3
"bolivias",3
"bombardier",3
"bombed",3
"bonn",3
"bonus",3
"booing",3
"boots",3
"bows",3
"branch",3
"branches",3
"brands",3
"branson",3
"branstad",3
"breakup",3
"breathes",3
"brexiteer",3
"bribe",3
"bribing",3
"bringing",3
"broadcast",3
"broken",3
"brokered",3
"brooks",3
"bruising",3
"builders",3
"burkina",3
"burst",3
"businessmen",3
"buster",3
"cabos",3
"califf",3
"californians",3
"caliphate",3
"calpers",3
"came",3
"camera",3
"cameras",3
"campuses",3
"capable",3
"cargo",3
"carlos",3
"carolinas",3
"casino",3
"castros",3
"catalonian",3
"catch",3
"catches",3
"cattle",3
"caucuses",3
"cdu",3
"celebrity",3
"cement",3
"cemetery",3
"cenbank",3
"censorship",3
"century",3
"chaffetz",3
"chains",3
"chairs",3
"challenged",3
"challenger",3
"champion",3
"channels",3
"checking",3
"cheers",3
"chevron",3
"chicken",3
"chinau",3
"chip",3
"choices",3
"chongqing",3
"chosen",3
"cias",3
"cinema",3
"circumstances",3
"citys",3
"classaction",3
"clause",3
"cleanup",3
"clever",3
"clinch",3
"clinic",3
"closures",3
"clothing",3
"clout",3
"clues",3
"cobb",3
"coconspirators",3
"coffee",3
"coffin",3
"collaboration",3
"collection",3
"colonial",3
"commenting",3
"commits",3
"communicating",3
"commutes",3
"compare",3
"compensation",3
"competitive",3
"completely",3
"completes",3
"complicated",3
"complicating",3
"compromised",3
"conducting",3
"confederate",3
"conflicting",3
"congratulations",3
"congressmen",3
"conservativefar",3
"consular",3
"consult",3
"consulted",3
"contacted",3
"contain",3
"contention",3
"contractors",3
"controllers",3
"converge",3
"coordinator",3
"corner",3
"corps",3
"councils",3
"counterextremism",3
"counting",3
"counts",3
"credible",3
"critique",3
"croat",3
"crocodile",3
"crop",3
"crossers",3
"crumbles",3
"crumbling",3
"csu",3
"ctbto",3
"cubas",3
"cup",3
"curbing",3
"cure",3
"currencies",3
"dairy",3
"dallas",3
"dance",3
"dashes",3
"dates",3
"davao",3
"deadliest",3
"deadlines",3
"dealmaking",3
"decadeslong",3
"decertify",3
"declaring",3
"decline",3
"declining",3
"decried",3
"deemed",3
"deems",3
"defeating",3
"defendant",3
"defied",3
"delaying",3
"delete",3
"delivered",3
"demonstrate",3
"denial",3
"dent",3
"denying",3
"deport",3
"deregulation",3
"describes",3
"designates",3
"designer",3
"destroyed",3
"destruction",3
"digs",3
"dimon",3
"directed",3
"disagreements",3
"disarm",3
"disbanding",3
"discourse",3
"dismantling",3
"dismay",3
"dismissed",3
"disposal",3
"disregard",3
"dissolved",3
"distraction",3
"distribution",3
"ditch",3
"diversity",3
"dna",3
"doable",3
"dodges",3
"dominate",3
"don",3
"downplays",3
"drafting",3
"dredger",3
"drown",3
"drugdependent",3
"dubai",3
"dublin",3
"duel",3
"dueling",3
"durbin",3
"earth",3
"easily",3
"eastwest",3
"editorial",3
"eleven",3
"else",3
"embarrassment",3
"embassies",3
"embezzlement",3
"emboldened",3
"embroiled",3
"emissary",3
"empire",3
"empty",3
"enclave",3
"encouraging",3
"engaging",3
"engines",3
"enhanced",3
"enlists",3
"enrich",3
"ensuring",3
"entirely",3
"epidemic",3
"errors",3
"erupt",3
"escaping",3
"essential",3
"estimates",3
"ethanol",3
"ethical",3
"ethnically",3
"eurofighter",3
"europeans",3
"eurozone",3
"euu",3
"euuk",3
"evacuating",3
"evacuees",3
"evening",3
"every",3
"evict",3
"evil",3
"examining",3
"excellent",3
"exchristie",3
"exfirst",3
"exgeorgian",3
"exgovernor",3
"exmilitary",3
"expensive",3
"expharma",3
"explanation",3
"explore",3
"explosions",3
"exposing",3
"expropriation",3
"exprosecutor",3
"exrival",3
"exsoviet",3
"extreme",3
"eyebrows",3
"eyed",3
"eying",3
"faa",3
"factions",3
"factor",3
"fades",3
"failures",3
"fairness",3
"fallen",3
"fallon",3
"falter",3
"falwell",3
"familys",3
"fannie",3
"farewell",3
"faso",3
"fathers",3
"faults",3
"fee",3
"feed",3
"felt",3
"filipino",3
"finalize",3
"finalizes",3
"finally",3
"firewall",3
"fit",3
"fitness",3
"flagrant",3
"flare",3
"flaws",3
"flex",3
"flexes",3
"flexibility",3
"float",3
"floor",3
"flows",3
"flux",3
"focuses",3
"forex",3
"forfeiture",3
"forge",3
"formation",3
"forming",3
"forms",3
"foster",3
"fought",3
"founded",3
"foxconn",3
"fragile",3
"franks",3
"freddie",3
"frontrunners",3
"frozen",3
"fruitful",3
"fta",3
"ftc",3
"fueling",3
"fuelling",3
"fukushima",3
"fulfilling",3
"fuller",3
"furious",3
"gamble",3
"gangs",3
"gathering",3
"gauntlet",3
"gdp",3
"gendarmes",3
"genuine",3
"giant",3
"giants",3
"glass",3
"glitches",3
"globalization",3
"globally",3
"globe",3
"gloom",3
"golan",3
"goods",3
"gove",3
"governing",3
"grab",3
"grabs",3
"grapple",3
"grapples",3
"grasp",3
"grassroots",3
"graves",3
"greatest",3
"greeces",3
"grotesque",3
"guardian",3
"guided",3
"gunfire",3
"gut",3
"hagerty",3
"hail",3
"haiti",3
"haitians",3
"halfway",3
"hall",3
"hallmarks",3
"halted",3
"halting",3
"hamm",3
"hammer",3
"handles",3
"handshake",3
"hang",3
"happened",3
"harmed",3
"harsh",3
"harvard",3
"hasten",3
"hasty",3
"hatred",3
"haul",3
"havens",3
"hawkish",3
"hazardous",3
"heavily",3
"heed",3
"heighten",3
"heist",3
"heralds",3
"hiding",3
"highlevel",3
"highprofile",3
"hightech",3
"hindus",3
"hire",3
"hired",3
"hitting",3
"hoax",3
